university,dimension,label,tone,rationale,evidence_quote,chunk_id
University of Rochester,Accountability_Enforcement,1,Balanced,Assigns responsibility but lacks enforcement mechanisms or consequences.,"Faculty, staff, peer educators, and students are responsible for the accuracy...",1
University of Rochester,Pedagogical_Integration,2,Permissive,Explicitly allows faculty to decide integration methods across disciplines.,"Instructors can determine whether, when, and how GenAI is integrated into teaching activities",1
University of Rochester,Ethical_Equity_Considerations,2,Balanced,"Addresses bias, privacy, and equity concerns directly.",Bias: ... Users should remain vigilant... Equitable Access: The university should ensure equitable access,1
University of Rochester,Tone_Orientation,1,Balanced,Encourages cautious use; neither overly restrictive nor permissive.,"Faculty, staff, peer educators, and students should prioritize learning and engagement over-reliance on GenAI",1
University of Rochester,Implementation_Authority,0,NA,No specific authority or governing body identified for implementation.,,1
University of Rochester,Tools_Specificity,0,NA,"Policy does not mention particular tools, platforms, or technical guidelines.",,1
Lehigh University,Purpose_Scope,2,Balanced,Clearly states purpose of guidance and policy scope covering academic/administrative work.,"We are pleased to share recommendations, offer support, and highlight key policies for responsible AI use at Lehigh.",1
Lehigh University,Permitted_Uses,1,NA,Provides examples of allowed tools but does not detail all permissible uses; weakly present.,"If you're beginning to explore AI tools, we suggest the following...",1
Lehigh University,Prohibited_Uses,2,Restrictive,Explicitly lists prohibited data submissions and references compliance policies.,"Do not submit institutional data, restricted data, or critical data (e.g., Social Security numbers, student records, export controlled information).",1
Lehigh University,Disclosure_Citation_Requirements,0,NA,No mention of disclosure or citation obligations.,,1
Lehigh University,Accountability_Enforcement,1,NA,Encourages consultation but lacks formal enforcement mechanisms; weak presence.,"If in doubt, consult with LTS.",1
Lehigh University,Pedagogical_Integration,2,Balanced,"Strong emphasis on training, seminars, and course-specific guidelines for students.",We encourage you to attend LTS Seminars...,1
Lehigh University,Ethical_Equity_Considerations,1,NA,Mentions bias checking but limited depth; weak presence.,Always review AI-generated output for accuracy and potential biases before using it in professional work.,1
Lehigh University,Tone_Orientation,2,NA,Clear balanced tone encouraging use yet stressing compliance.,We want to support innovation through AI while ensuring compliance with existing policies and best practices,1
Lehigh University,Implementation_Authority,1,NA,Delegates authority to LTS but not fully detailed; weak presence.,Partner with Us If you're considering adopting or purchasing other AI tools... we ask you to collaborate with LTS.,1
Lehigh University,Tools_Specificity,2,NA,"Provides specific tool names and access instructions, showing strong specificity.","Gemini, DataCamp's DataLab, Keenious AI, Adobe Firefly AI",1
Purdue University-Main Campus,Purpose_Scope,1,Balanced,The text outlines general guidance but does not specify a formal scope or purpose statement for Purdue.,"What are the best practices in generative AI use? If your organization wants to implement generative AI solutions, consider the following best practices to enhance your efforts.",1
Purdue University-Main Campus,Permitted_Uses,2,Permissive,"Explicitly encourages using AI collaboratively and lists specific positive applications such as enhancing teaching, workflow improvement, and decision-making.","Use AI as a collaborative tool, not a replacement",1
Purdue University-Main Campus,Prohibited_Uses,1,Restrictive,Mentions a single prohibition regarding sensitive data; lacks comprehensive list of prohibited uses.,"Avoid inputting sensitive data, proprietary code, or confidential files into AI systems",1
Purdue University-Main Campus,Disclosure_Citation_Requirements,2,Balanced,"Calls for transparency in all contexts, implying disclosure requirements.",Be transparent about AI use and encourage responsible usage,1
Purdue University-Main Campus,Accountability_Enforcement,0,N/A,No mention of enforcement mechanisms or accountability structures.,,1
Purdue University-Main Campus,Pedagogical_Integration,2,Balanced,Directly addresses classroom integration and academic integrity considerations.,Enhance teaching and learning while upholding academic integrity,1
Purdue University-Main Campus,Ethical_Equity_Considerations,1,Restrictive,Highlights some ethical principles but lacks depth on equity or bias issues.,"Practice integrity, transparency, and data security",1
Purdue University-Main Campus,Tone_Orientation,2,Balanced,"Overall tone is encouraging yet cautious, promoting responsible use.","Use AI as a collaborative tool, not a replacement",1
Purdue University-Main Campus,Implementation_Authority,0,N/A,No explicit authority or governance body identified.,,1
Purdue University-Main Campus,Tools_Specificity,1,Balanced,Mentions general tools but does not specify particular technologies or platforms.,Leverage AI to improve workflows and support informed decision-making,1
University of Georgia,Purpose_Scope,2,NA,"explicitly states policy scope for theses/dissertations, strong purpose",use of generative AI in theses and dissertations is considered unauthorized assistance per the Academic Code of Honesty,1
University of Georgia,Permitted_Uses,1,NA,mentions limited permission but no detail on what is allowed,unless specifically authorized by members of the advisory committee for use within the approved scope,1
University of Georgia,Prohibited_Uses,2,NA,clearly prohibits AI unless authorized,use of generative AI in theses and dissertations is considered unauthorized assistance per the Academic Code of Honesty,1
University of Georgia,Disclosure_Citation_Requirements,1,NA,requires disclosure but no citation format specified,extent of generative AI usage should be disclosed in a statement within the thesis or dissertation,1
University of Georgia,Accountability_Enforcement,2,NA,"assigns enforcement to advisory committee, strong accountability",It is the responsibility of the advisory committee to review and evaluate the thesis or dissertation as a representation of a student's individual effort,1
University of Georgia,Pedagogical_Integration,0,NA,no mention of pedagogical integration,,1
University of Georgia,Ethical_Equity_Considerations,1,NA,implies ethical concern but lacks equity discussion,use of generative AI in theses and dissertations is considered unauthorized assistance per the Academic Code of Honesty,1
University of Georgia,Tone_Orientation,NA,NA,overall policy prohibits AI use unless explicitly authorized,,1
University of Georgia,Implementation_Authority,2,NA,clearly states authority lies with advisory committee,members of the advisory committee for use within the approved scope,1
University of Georgia,Tools_Specificity,0,NA,no specific tools or examples provided,,1
University of Washington-Seattle Campus,Purpose_Scope,2,Balanced,explicitly states purpose and scope for UW community,"supports the responsible use of generative AI (GenAI) when helpful to further its mission, the preservation, advancement, and dissemination of knowledge",1
University of Washington-Seattle Campus,Permitted_Uses,1,Balanced,mentions guidance but not detailed list of permitted uses,These guidelines provide general advice for the UW community,1
University of Washington-Seattle Campus,Prohibited_Uses,2,Restrictive,clearly identifies prohibited actions,"The use of unapproved services, applications, and the unauthorized release of university data could result in violations of policy or law",1
University of Washington-Seattle Campus,Disclosure_Citation_Requirements,0,,no mention of disclosure or citation requirements,,1
University of Washington-Seattle Campus,Accountability_Enforcement,2,Restrictive,states individual accountability; no enforcement mechanism detailed but implied,You are ultimately responsible and accountable for your use of GenAI and all outcomes derived from it,1
University of Washington-Seattle Campus,Pedagogical_Integration,1,Balanced,mentions teaching integration but not specifics,Teaching: Refer to guidance on integrating GenAI while maintaining academic standards,1
University of Washington-Seattle Campus,Ethical_Equity_Considerations,0,,no explicit ethical or equity discussion,,1
University of Washington-Seattle Campus,Tone_Orientation,1,Balanced,overall tone is cautious but supportive,supports the responsible use of generative AI (GenAI) when helpful to further its mission,1
University of Washington-Seattle Campus,Implementation_Authority,2,Restrictive,identifies UW‑IT as authority for approval,UW-IT can review tools and use cases to help inform unit decisions about whether to approve a service or application,1
University of Washington-Seattle Campus,Tools_Specificity,1,Balanced,mentions approved tools but no list of specific tools,Only UW-approved services and applications may be used with University data,1
Wake Forest University,Purpose_Scope,2,Balanced,"Clearly defines purpose and scope as administrative use, with explicit reference to university context.",Guidelines for Administrative Use of Generative Artificial Intelligence Tools ... intended to provide general guidelines for the use of generative AI tools in an administrative capacity at Wake Forest.,1
Wake Forest University,Permitted_Uses,1,Balanced,Mentions allowed uses but not exhaustive; indicates permissive stance.,"Tools such as Gemini, Copilot, Firefly ... can be helpful as a sounding board for your ideas, as a way to spark your creativity, and as your personal design assistant when building presentations or other materials.",1
Wake Forest University,Prohibited_Uses,0,NA,No explicit prohibitions are stated in the excerpt.,,1
Wake Forest University,Disclosure_Citation_Requirements,1,Balanced,Requires transparency but does not mandate formal citation of AI-generated content.,Clear and proactive communication is essential ... Prioritize transparency in human-to-human interactions involving AI while also considering appropriate disclosure in written materials.,1
Wake Forest University,Accountability_Enforcement,1,Balanced,"Guidelines enforce compliance through consultation, supervision, and policy alignment.",Employees of Wake Forest who use generative AI tools for administrative purposes should routinely consult these guidelines ... Seek local guidance from your supervisor and others in your area...,1
Wake Forest University,Pedagogical_Integration,0,NA,Policy is limited to administrative use; no pedagogical context mentioned.,,1
Wake Forest University,Ethical_Equity_Considerations,1,NA,"Addresses privacy, IP, bias, and accuracy—ethical concerns are acknowledged but not deeply elaborated.","Ensure Privacy and Security ... Do not input Confidential, non-public, and/or internal-use-only information... Honor intellectual property ... Always verify the accuracy of AI-generated content, as it may include errors or biases.",1
Wake Forest University,Tone_Orientation,1,NA,"Overall tone is cautious yet supportive, neither overly restrictive nor permissive.",These tools should be regarded with caution...,1
Wake Forest University,Implementation_Authority,2,NA,"Clear authority from working group, IS, procurement, and legal departments.","This document was developed by the Wake Forest University Administrative AI Working Group ... As with any new application, and in accordance with the University's Information Security Policy and Procurement Policy...",1
Wake Forest University,Tools_Specificity,2,NA,Specific tools named; procurement process detailed; high specificity.,"Tools such as Gemini, Copilot, Firefly, and others ... Review and explore the capabilities of Wake Forest licensed generative AI tools before pursuing any use of additional AI applications.",1
Wake Forest University,Purpose_Scope,1,Balanced,The policy states a general requirement to verify outputs but does not define scope in detail.,Always verify the accuracy of AI-generated content,2
Wake Forest University,Permitted_Uses,1,Balanced,"Mentions permissible uses in coding, but no comprehensive list of allowed activities.",Some AI tools have keen abilities or benefits in coding and programming projects,2
Wake Forest University,Prohibited_Uses,2,Restrictive,Explicitly forbids malicious or unethical content generation.,"Never use AI tools to produce malicious, harmful, or unethical content",2
Wake Forest University,Disclosure_Citation_Requirements,0,NA,No mention of disclosure or citation obligations for AI-generated work.,,2
Wake Forest University,Accountability_Enforcement,1,Balanced,Points to a body for guidance but lacks enforcement mechanisms.,Wake Forest community members and organization units should consult the Office of Institutional Equity,2
Wake Forest University,Pedagogical_Integration,0,NA,No specific reference to teaching or learning integration.,,2
Wake Forest University,Ethical_Equity_Considerations,2,Restrictive,Explicitly ties AI use to existing ethical and equity policies.,"Use AI outputs ethically and in accordance with all Wake Forest policies, including the Information Security, Responsible and Ethical Use of Computing Resources, Copyright, etc.",2
Wake Forest University,Tone_Orientation,1,NA,Overall tone is cautious but not overly prohibitive; balanced approach.,,2
Wake Forest University,Implementation_Authority,1,Balanced,"Delegates guidance to a specific office, but no formal authority defined.",Wake Forest community members and organization units should consult the Office of Institutional Equity,2
Wake Forest University,Tools_Specificity,2,NA,Specifies particular tools and their data protection features.,"Google's Gemini and NotebookLM include data protection for WFU account sessions after login. Microsoft Copilot includes data Protection for WFU account sessions, after login",2
Case Western Reserve University,Purpose_Scope,2,Balanced,explicitly states the policy’s purpose and scope within academic integrity,committed to upholding our Academic Integrity Policy,1
Case Western Reserve University,Permitted_Uses,2,Balanced,"clearly allows AI use for teaching, learning, writing, research",using AI tools in academic settings,1
Case Western Reserve University,Prohibited_Uses,1,Restrictive,provides specific restrictions but not exhaustive list of prohibited uses,Avoid entering confidential information into publicly accessible generative AI tools,1
Case Western Reserve University,Disclosure_Citation,0,N/A,no mention of citation or disclosure requirements,,1
Case Western Reserve University,Accountability_Enforcement,1,Balanced,mentions shared accountability and security reporting but lacks detailed enforcement mechanisms,"shared responsibility of students, faculty, and administrators",1
Case Western Reserve University,Pedagogical_Integration,2,Permissive,strong emphasis on pedagogical integration with best practices,Office of the Provost offers guidance on integrating AI into classroom settings,1
Case Western Reserve University,Ethical_Equity,1,Balanced,"addresses privacy, accuracy, and security but limited equity discussion",Data Privacy - Avoid entering confidential information... Content Responsibility - Remember that AI-generated content can sometimes be inaccurate,1
Case Western Reserve University,Tone_Orientation,0,Balanced,overall tone is balanced between permissive use and protective measures,,1
Case Western Reserve University,Implementation_Authority,2,Balanced,"policy issued by provost’s office with security oversight, indicating strong authority",Office of the Provost offers guidance... Security best practices,1
Case Western Reserve University,Tools_Specificity,1,Balanced,mentions specific tool types and contexts but lacks detailed technical specifications,generative AI tools into publicly accessible generative AI tools,1
Texas A & M University-College Station,Purpose_Scope,2,Balanced,explicitly states purpose and scope for faculty guidance,resources on this page exist to help Texas A&M faculty make decisions about course policies and clearly communicate those policies as well as university policies to students,1
Texas A & M University-College Station,Permitted_Uses,1,Restrictive,"mentions permitted use with citation requirement, but no detailed list of allowed activities",students must therefore cite the use of Generative AI tools and document what they have contributed to an assignment,1
Texas A & M University-College Station,Prohibited_Uses,2,Restrictive,clearly lists prohibited uses and conditions,AI text generators ... should not be used for any work for this class without explicit permission of the instructor and appropriate attribution,1
Texas A & M University-College Station,Disclosure_Citation_Requirements,2,Balanced,explicit requirement for citation and documentation,"You should credit your use of anyone else's words, graphic images, or ideas using standard citation styles",1
Texas A & M University-College Station,Accountability_Enforcement,1,Restrictive,mentions accountability through transparency but lacks enforcement mechanisms,"If you choose not to use Generative AI tools in your teaching, be sure to communicate your reasons and rationale clearly and transparently",1
Texas A & M University-College Station,Pedagogical_Integration,2,Balanced,strong emphasis on aligning AI use with pedagogy,Always closely link any permission or prohibition use of AI tool to learning outcomes and align with appropriate activities and assessments,1
Texas A & M University-College Station,Ethical_Equity_Considerations,1,Restrictive,addresses ethics but limited discussion on equity,"AI generators are rapidly evolving ... the critical work of creativity relies on integrity, originality, and ethical conduct",1
Texas A & M University-College Station,Tone_Orientation,2,Balanced,overall tone is balanced with transparency and guidance,Clear Personal Perspective Be transparent and clear about expectations and course policies when using AI tools,1
Texas A & M University-College Station,Implementation_Authority,1,Restrictive,"authority rests with faculty, not centralized enforcement",Texas A&M students are looking to their professors for guidance on acceptable and allowable use of Generative AI tools,1
Texas A & M University-College Station,Tools_Specificity,1,Balanced,mentions categories of tools but no specific tool list or guidelines,"AI text generators and natural language processing tools (colloquially, chatbots - such as ChatGPT), audio, computer code, video, and image generators",1
Texas A & M University-College Station,Purpose_Scope,1,Balanced,Policy mentions integration but lacks explicit scope or overarching purpose statement.,"Reasonable Integration Consider building the responsible and ethical use of AI tools into activities, assignments, and assessments.",2
Texas A & M University-College Station,Permitted_Uses,0,NA,No specific permitted uses are enumerated.,,2
Texas A & M University-College Station,Prohibited_Uses,0,NA,No prohibited uses are identified.,,2
Texas A & M University-College Station,Disclosure_Citation_Requirements,0,NA,Policy does not address disclosure or citation of AI use.,,2
Texas A & M University-College Station,Accountability_Enforcement,1,NA,Mentions instructor responsibility but no enforcement mechanisms.,Instructors have a responsibility to ensure a fair and equitable experience for all learners.,2
Texas A & M University-College Station,Pedagogical_Integration,2,NA,Explicitly calls for integration into teaching practices.,"Consider building the responsible and ethical use of AI tools into activities, assignments, and assessments.",2
Texas A & M University-College Station,Ethical_Equity_Considerations,2,NA,"Addresses bias, accessibility, fairness, and ethical discussion.","Accessibility of Integrated Tools Every technological tool has some bias toward normative hearing, sight, and other perceptive sensing.",2
Texas A & M University-College Station,Tone_Orientation,1,NA,Policy adopts a cautious but open stance; no strong prohibitions or mandates.,How AI is being trained (what data is being used and what data is not being used);,2
Texas A & M University-College Station,Implementation_Authority,0,NA,No authority or responsible office specified.,,2
Texas A & M University-College Station,Tools_Specificity,1,NA,Mentions specific tool (ChatGPT) but lacks detailed guidance on other tools.,ChatGPT and Writing Assignments Generative AI tools like ChatGPT will impact student writing assignments imminently.,2
Virginia Polytechnic Institute and State University,Purpose_Scope,2,Balanced,Explicitly states purpose of addressing risks and benefits; scope covers all community members.,"As generative AI tools gain a greater presence in higher education, it is important to consider the potential security risks of using these tools...",1
Virginia Polytechnic Institute and State University,Permitted_Uses,1,NA,Mentions specific approved tools but no detailed use cases; weak presence.,Virginia Tech currently offers a variety of AI capabilities to the VT community. Microsoft Copilot with Enterprise Data Protection has been made available...,1
Virginia Polytechnic Institute and State University,Prohibited_Uses,2,NA,Clear prohibition on sharing high‑risk data with public tools.,"We ask that all members of our community not share any personal, sensitive or high-risk data in publicly available AI platforms...",1
Virginia Polytechnic Institute and State University,Disclosure_Citation_Requirements,0,NA,No mention of disclosure or citation obligations.,,1
Virginia Polytechnic Institute and State University,Accountability_Enforcement,1,NA,References existing policies for enforcement but lacks specific accountability mechanisms.,"Virginia Tech's policies and security guidelines emphasize that sharing high-risk data outside secure, university-approved platforms is prohibited unless there is a legitimate...",1
Virginia Polytechnic Institute and State University,Pedagogical_Integration,0,NA,No discussion of teaching or learning integration.,,1
Virginia Polytechnic Institute and State University,Ethical_Equity_Considerations,1,NA,Touches on privacy but limited ethical analysis.,"protect university data, your privacy, and the privacy of others",1
Virginia Polytechnic Institute and State University,Tone_Orientation,1,NA,Overall tone is cautious and restrictive.,Be judicious when sharing university data with publicly available AI tools,1
Virginia Polytechnic Institute and State University,Implementation_Authority,2,NA,"Policy issued by IT division, indicating authority.",Division of Information Technology,1
Virginia Polytechnic Institute and State University,Tools_Specificity,1,NA,Lists specific tools but lacks detailed guidelines for each.,Microsoft Copilot with Enterprise Data Protection... Zoom AI Companion,1
Florida State University,Purpose_Scope,2,Balanced,clearly states purpose of AI integration and scope across disciplines,committed to providing students with artificial intelligence (AI) technologies that enhance the student experience and promote deeper learning,1
Florida State University,Permitted_Uses,1,Permissive,mentions allowed uses but not exhaustive; weakly defined,"Students are encouraged to use AI tools, such as Google Gemini or Microsoft Copilot, to explore ideas and collaborate with others",1
Florida State University,Prohibited_Uses,2,Restrictive,explicit prohibition with clear consequences,"Red Light AI tools are not permitted in this course. All work must be completed independently, without the assistance of AI tools.",1
Florida State University,Disclosure_Citation_Requirements,1,Balanced,requires citation but no detailed format; weakly specified,"All AI-generated content must be cited, and its accuracy should be carefully evaluated.",1
Florida State University,Accountability_Enforcement,2,Restrictive,states enforcement mechanism and consequences,Violations of this policy will result in academic penalties.,1
Florida State University,Pedagogical_Integration,1,Balanced,mentions pedagogical discussion but limited detail,The course will include discussions on best practices for AI usage.,1
Florida State University,Ethical_Equity_Considerations,0,,no explicit mention of equity or ethical frameworks beyond responsible use,,1
Florida State University,Tone_Orientation,1,Balanced,overall tone is balanced between innovation and responsibility,"Through a thoughtful implementation of AI technologies, the university is preparing tomorrow's leaders with the skills they need to apply AI technologies across disciplines in a way that is both innovative and responsible.",1
Florida State University,Implementation_Authority,2,Restrictive,clearly assigns authority to faculty for implementation,Your professor determines if and how AI technologies may be used in coursework.,1
Florida State University,Tools_Specificity,1,Balanced,mentions specific tools but not comprehensive list; weak specificity,such as Google Gemini or Microsoft Copilot,1
University of Minnesota-Twin Cities,Purpose_Scope,2,Balanced,Explicitly states scope across all university functions.,"Artificial intelligence (AI) is rapidly evolving and changing many aspects of teaching, learning, research, and our work at the University of Minnesota.",1
University of Minnesota-Twin Cities,Permitted_Uses,1,Restrictive,"Mentions permitted use but only for licensed tools, no detailed list of activities.",OIT encourages the use of UMN-Licensed tools.,1
University of Minnesota-Twin Cities,Prohibited_Uses,2,Restrictive,Clear prohibition on specific data types and unlicensed tool usage.,It is prohibited to use private student information as defined by the Board of Regents Student Education Records policy.,1
University of Minnesota-Twin Cities,Disclosure_Citation_Requirements,0,NA,No mention of citation or disclosure obligations for AI outputs.,,1
University of Minnesota-Twin Cities,Accountability_Enforcement,2,Balanced,Specifies managerial oversight and policy enforcement mechanisms.,"Managers may require restricted use based on data security, confidentiality, intellectual property, and compliance with University policies.",1
University of Minnesota-Twin Cities,Pedagogical_Integration,1,Restrictive,Acknowledges role of instructors but lacks detailed pedagogical guidance.,Students must understand instructor expectations. This is paramount.,1
University of Minnesota-Twin Cities,Ethical_Equity_Considerations,2,Balanced,Explicit reference to ethics framework and equity concerns.,Apply the five ethical decision-making values in your use of AI and other technologies in your work and studies.,1
University of Minnesota-Twin Cities,Tone_Orientation,1,Restrictive,"Overall tone is cautious, encouraging compliance rather than open endorsement.",The Office for Institutional Compliance provides guidance on Ethics.,1
University of Minnesota-Twin Cities,Implementation_Authority,2,Balanced,Clear authority delegated to managers and OIT.,Managers may require restricted use based on data security...,1
University of Minnesota-Twin Cities,Tools_Specificity,1,NA,Provides a resource but no exhaustive tool list or detailed specifications within the excerpt.,Visit ai.umn.edu for a list of University licensed tools.,1
College of William and Mary,Purpose_Scope,2,Balanced,"Explicitly states scope covering faculty, staff, students, internal and third‑party models, personal devices with W&M data.",This guideline applies to William & Mary community members...using GenAI applications or the development of GenAI models.,1
College of William and Mary,Permitted_Uses,1,Restrictive,"Mentions allowed uses via SSO and compliance, but does not enumerate specific permissible activities beyond security adherence.",Follow William & Mary Security Policies...Only use W&M Single Sign-on (SSO) for logging into university-provided GenAI applications.,1
College of William and Mary,Prohibited_Uses,2,Restrictive,"Comprehensive list of disallowed actions covering security, privacy, discrimination, unlawful conduct, and unvetted tools.",Do not re-use university credentials...Do not input university intellectual property...Do not use any output discriminating against individuals...,1
College of William and Mary,Disclosure_Citation_Requirements,2,Balanced,Explicit requirement for attribution and record‑keeping of GenAI use.,Maintain Transparency: Clearly attribute any output used for work purposes to the GenAI application that created it...,1
College of William and Mary,Accountability_Enforcement,1,Restrictive,Mentions audit and evaluation but lacks specific enforcement mechanisms or penalties.,"Implementation of Standards for the Safe Use of Artificial Intelligence Across the Commonwealth Evaluate and Audit IT Tools Regularly: Continuously assess GenAI tools for bias, accuracy, and impact.",1
College of William and Mary,Pedagogical_Integration,0,,"No explicit reference to teaching practices, learning outcomes, or instructional design integration.",,1
College of William and Mary,Ethical_Equity_Considerations,2,Restrictive,"Explicitly addresses equity, ethics, anti‑discrimination, and compliance with core values.","ensure it meets the university's standards for principles of equity, ethics, and appropriateness...Discriminate: Do not use any output discriminating against individuals based on race, color, religion, sex, national origin, age, disability, marital status, political affiliation, or sexual orientation.",1
College of William and Mary,Tone_Orientation,1,Restrictive,"Overall tone is cautious and protective, emphasizing security and compliance rather than open endorsement of GenAI.",Maintain a Human-in-the-Loop...,1
College of William and Mary,Implementation_Authority,2,Balanced,"Specifies that IT approval is required, indicating clear authority structure.",Note: W&M has an IT Approval policy for using new technology at W&M.,1
College of William and Mary,Tools_Specificity,1,Balanced,Mentions categories of tools but does not list specific vendors or APIs.,"using GenAI applications or the development of GenAI models...including internal models, third‑party models, or publicly available applications such as ChatGPT",1
North Carolina State University at Raleigh,Purpose_Scope,2,Balanced,Clearly states purpose of adopting AI and scope across Extension activities.,AI is here to stay - now we must learn to use it to help augment our expertise and resources.,1
North Carolina State University at Raleigh,Permitted_Uses,1,NA,Mentions allowed uses but not exhaustive or strongly defined.,"Define key goals / tasks and where GenAI may be able to assist (e.g. writing, design, data analysis, workflow)",1
North Carolina State University at Raleigh,Prohibited_Uses,0,,No explicit prohibitions listed.,,1
North Carolina State University at Raleigh,Disclosure_Citation_Requirements,1,NA,Encourages verification but no formal citation policy.,Fact-Checking: Always verify AI-generated outputs for factual accuracy and appropriateness,1
North Carolina State University at Raleigh,Accountability_Enforcement,0,NA,No enforcement mechanisms or accountability roles specified.,,1
North Carolina State University at Raleigh,Pedagogical_Integration,1,NA,Suggests integration but lacks detailed pedagogical guidance.,Gradually integrate most useful tools into your workflow - build premium versions into budgets (as feasible),1
North Carolina State University at Raleigh,Ethical_Equity_Considerations,2,NA,"Explicitly addresses bias, privacy, overreliance, and responsible use.","Beware Biases: GenAI tools mimic humans' online behavior by interacting with us and drawing from enormous datasets, both of which introduce bias, inaccuracies, misinformation, etc.",1
North Carolina State University at Raleigh,Tone_Orientation,1,NA,Tone is cautious but encouraging; neither overly restrictive nor permissive.,"Above all, AI must be approached with respect, used responsibly, and balanced with strategic judgment and principles",1
North Carolina State University at Raleigh,Implementation_Authority,0,NA,No authority or responsible office identified for implementation.,,1
North Carolina State University at Raleigh,Tools_Specificity,1,NA,Mentions specific tools but not detailed specifications or guidelines.,"Other chatbot examples include Google's Gemini and Microsoft's Copilot, while writing tools such as Grammarly and visual platforms like Ideogram or Canva are but a few examples among many applications",1
North Carolina State University at Raleigh,Purpose_Scope,1,Balanced,The text outlines general guidance for using AI but does not explicitly state a formal purpose or scope of policy application.,Be Specific and Clear - Clearly define what you need and what you want the AI to do.,2
North Carolina State University at Raleigh,Permitted_Uses,2,Balanced,Clearly lists acceptable uses of AI imagery and prompts.,"Use AI for Concepting, Not Final Production - Use real photos or professionally designed materials whenever possible, and instead leverage AI for: Drafting ideas Visualizing concepts Exploring creative directions",2
North Carolina State University at Raleigh,Prohibited_Uses,2,Restrictive,Explicitly states what is disallowed.,"Avoid Specific Text or Logos - AI often distorts text and logos... Don’t Depict Real Events or People - Never use AI visuals to represent actual Extension staff, volunteers or participants",2
North Carolina State University at Raleigh,Disclosure_Citation_Requirements,1,Balanced,Mentions checking but no formal citation policy; weak evidence of disclosure requirement.,If you’re unsure whether an image is appropriate... check with a colleague or the Extension marketing team before publishing,2
North Carolina State University at Raleigh,Accountability_Enforcement,1,Balanced,Suggests internal review but lacks formal enforcement mechanisms.,"Get a Second Opinion - If you're unsure whether an image is appropriate, inaccurate or potentially risky, check with a colleague or the Extension marketing team before publishing",2
North Carolina State University at Raleigh,Pedagogical_Integration,0,N/A,No mention of teaching or learning contexts in the excerpt.,,2
North Carolina State University at Raleigh,Ethical_Equity_Considerations,2,Restrictive,"Addresses ethical concerns about misrepresentation, IP and brand integrity.",Avoid Specific Text or Logos... Avoid accidental copyright or branding issues,2
North Carolina State University at Raleigh,Tone_Orientation,1,Balanced,"Policy leans toward cautious, balanced use rather than outright prohibition.","Use AI for Concepting, Not Final Production - Use real photos or professionally designed materials whenever possible",2
North Carolina State University at Raleigh,Implementation_Authority,0,N/A,Excerpt does not specify who enforces or authorizes the policy.,,2
North Carolina State University at Raleigh,Tools_Specificity,2,Balanced,"Provides specific tools (ChatGPT, Canva) and detailed instructions on usage.","Use AI for Concepting, Not Final Production... Use real photos or professionally designed materials whenever possible",2
North Carolina State University at Raleigh,Purpose_Scope,1,Balanced,The policy mentions a scenario for using AI but does not explicitly state overall purpose or scope.,"When in Doubt, Reach Out If you're unsure whether an AI-generated image meets brand standards",3
North Carolina State University at Raleigh,Permitted_Uses,2,Permissive,Clearly lists acceptable uses such as basic editing and proofreading.,"basic assistance like grammar checking, rewording or formatting, spell-check",3
North Carolina State University at Raleigh,Prohibited_Uses,0,Restrictive,No explicit prohibited uses are mentioned in the excerpt.,,3
North Carolina State University at Raleigh,Disclosure_Citation_Requirements,2,Balanced,Provides detailed guidance on when citation is required.,When AI Citation IS Necessary Consider citing an AI when any materials or assets were produced by or significantly derived from AI-generated outputs,3
North Carolina State University at Raleigh,Accountability_Enforcement,0,Restrictive,No enforcement mechanisms or accountability measures are described.,,3
North Carolina State University at Raleigh,Pedagogical_Integration,0,Restrictive,The excerpt does not address teaching or learning contexts.,,3
North Carolina State University at Raleigh,Ethical_Equity_Considerations,1,Balanced,Hints at ethical concerns by encouraging verification of brand compliance.,"When in Doubt, Reach Out If you're unsure whether an AI-generated image meets brand standards",3
North Carolina State University at Raleigh,Tone_Orientation,2,Permissive,"Policy is largely permissive with clear guidelines, indicating a balanced to permissive tone.",When AI Citation IS Necessary Consider citing an AI when any materials or assets were produced by or significantly derived from AI-generated outputs,3
North Carolina State University at Raleigh,Implementation_Authority,0,Restrictive,No authority or responsible office is identified in the excerpt.,,3
North Carolina State University at Raleigh,Tools_Specificity,1,Balanced,Mentions specific tools for basic editing but lacks broader tool specificity.,"basic assistance like grammar checking, rewording or formatting, spell-check",3
Stony Brook University,Purpose_Scope,2,Balanced,"Explicitly states scope across teaching, research, and publishing.","policy for using GAI/LLM in courses and all other academic activities such as research, publications, and theses",1
Stony Brook University,Permitted_Uses,2,Permissive,Lists multiple acceptable uses with examples.,"brainstorming ideas, exam preparation, finding initial information, generating lists of ideas, polishing text",1
Stony Brook University,Prohibited_Uses,2,Restrictive,Clear prohibition on major substitution and limited thesis use.,"AI may not be used as a wholesale substitute for the work expected of students: solution generation, coding, or scholarly writing",1
Stony Brook University,Disclosure_Citation_Requirements,2,Balanced,Mandates attribution for all AI usage.,"AI use must be attributed (e.g., you must cite your sources and how they were used)",1
Stony Brook University,Accountability_Enforcement,1,Balanced,Encouragement without enforcement mechanisms; relies on instructor discretion.,All instructors are encouraged but not required to define their own AI policy,1
